0,1,2,3,4,5,6,7,8,9,number_of_captions
g3_2061,自然は循環している,ネズミ、蛇、植物などによる食物連鎖。,ネズミは蛇、鷹、フクロウに捕食され、蛙はフクロウに捕食され、虫は蛙に捕食され、鷹は蛇に捕食され、植物は草食動物に捕食され、動物は死ぬと土にかえり、それが植物の養分になり、そのように食物は連鎖される。,食物連鎖を説明している,森の食物連鎖の循環,,,,,5
g3_2079,太陽光によって植物は成長し、それを食べるものをさらに食べるものがいるという食物連鎖が起こる,水中や水面の食物連鎖の説明である。,鳥が、食物連鎖の頂点にいる。,動物・植物の食物連鎖を描いている,野鳥から見た植物連鎖,,,,,5
g3_2155,ハエは、孵化から成虫になる過程が早く短期間で数を大きく増やしていく。,虫の成長記録、飛ぶ虫の成長,ハエが生まれて死ぬまでを表している,ハエの成長過程を円形で時計回りに４段階で表現しされています。上が卵、右が幼虫、下が蛹、左が成虫です。時計回りの矢印が書かれていてその途中に説明が書かれています。,ハエの一生,,,,,5
g3_2167,幼虫が成虫になる過程,蝿が卵を産み、卵から蛆が孵り蛹になり蝿になるサイクルが説明されている,ハエの成虫が卵を産み、卵がまた成虫へと成長し卵を産む。,幼虫がさなぎから成虫へと進化指している,虫が成長している,,,,,5
g3_2192,ある生物は複数の成長段階をもっている,卵から孵り成長した生物が卵を産む,生物は4段階で成長するものが多い,卵から成長する過程を描いています。,これらの生物は幼虫から成虫のサイクルの図です。,,,,,5
g3_220,電気回路で電気がつく様子,電気の流れを示している,電池から電力が供給されて電球に明かりが付きます。,電気の通り道,電流の流れが説明されている。,,,,,5
g3_2219,どんぐりが土に植えられた,木になるまでのサイクルを示している,植物が育つ過程,木が種子を生み、それを人が育ててまた木が生える,これはどんぐりの実を植えて木になる過程だ。,,,,,5
g3_2245,ある昆虫の生育過程は循環している。,カミキリの成長過程が描かれている,コオロギが成長している,卵は孵化し、やがて成虫になる。,ゴキブリは卵から孵化して成長する,,,,,5
g3_2263,蝶々が卵から成長する段階を示している。,卵から蝶々までの進化を絵にして表されている。,蝶の成長の過程,卵が成長している。,アゲハチョウの世代継承の方法を現わしている。,,,,,5
g3_2287,昆虫が成長する。,卵から卵を産むまでの一生,成長に伴うてんとう虫の形の変化を表している。,虫の一生、卵から成虫になり、また卵に戻る。,てんとう虫がどのように成長していくのかがわかる。,,,,,5
g3_2288,蝉の成長,セミは変態しながら一生を終える。,セミの成長過程,セミの成長過程,セミの命がサイクルしている,,,,,5
g3_2311,ハエの成長,蠅の成長の過程,セミの成長過程を表す,蝿は卵を産み、成長する。,蛆虫が成長してハエになる。,,,,,5
g3_2318,蚊の成長変異を表している,蚊の生態を示している,蚊の成長過程,蚊がどのように成長していくのかがわかる図式だ。,野生動物の食物連鎖,,,,,5
g3_2330,クラゲの形態の変化を表している。,イソギンチャクが生まれてから成長するまでを図解している。,枝の成長過程,クラゲの成長,生物が遺伝する仕組み。,,,,,5
g3_2366,蝿の一生のサイクル,ハエは変態を伴う生物である。,ハエが成虫になるまでのメカニズム,蝿の一生,虫の一生は卵から始まる。,,,,,5
g3_2378,アゲハ蝶が生まれてから成虫になるまでの過程,蝶は卵から幼虫、蛹となって蝶になる,幼虫から蛹、やがて蝶々へと進化していく成長の過程,蝶は生まれてから死ぬまで、姿形を変える。,蝶の卵から成虫になるまでを表している。,,,,,5
g3_2379,蛾が成長する。,蝶々が生まれるまでに関わっているものたち,蝶の一生のサイクル,蝶々の成長過程を表す,蝶がサイクルする,,,,,5
g3_2407,わからない。,わからない,遺伝子情報が細胞に取り込まれている。,寄生虫が虫に寄生している。,わからない,,,,,5
g3_2440,蚊には3段階の成長過程がある,蚊はどのようにして成長していくのかの過程である,虫の幼虫から成虫になるまでの成長過程,蚊の成長過程を表す,蚊が成長する過程,,,,,5
g3_2449,幼虫から成長して成虫になるまでの過程,幼虫が成長した,虫が幼虫から成虫になる経緯,卵がら幼虫が生まれ、幼虫はさなぎになり、さなぎは成虫になり、成虫は卵を産み、それが繰り返される。,虫が卵から成虫になるまでの過程である。,,,,,5
g3_2452,虫の成長過程,虫の成長の様子,幼虫から成虫になる過程をしめしています,昆虫の成長過程を表している,虫が成長している,,,,,5
g3_2512,地球の自転と公転,地球が回っている,地球の自転を示している,地球は太陽の周りを公転する,地球が太陽を中心に回っている,,,,,5
g3_2515,地球と太陽の自転と公転の図,地球と太陽の位置関係により、太陽光が地面にどのように当たっているかが説明されている,地球は回っている,地球の動き,太陽を中心に地球は回る時の地軸の傾き,,,,,5
g3_2516,青い球体が前後左右に位置取り、それらから黄色い球体が監視されている。,太陽の回りを回る地球を説明している,地球が太陽の周りを一年かけてまわる公転の説明をしている,地球は太陽の周りを回っている,太陽という光源によって影がどのように出来ているか,,,,,5
g3_26,地球上に存在する生物が食べるものは、密接に連鎖している。,世界の食物連鎖,人間が魚を食べる,人や太陽、植物、動物などが矢印でつながっている。,生物が循環されている,,,,,5
g3_2679,地球とその周りの天体,地球の周りをうごく月の自転,月が満ち欠けしている,地球の周りを月が回っている,太陽の光があたることで地球の一日が形成されることを示している,,,,,5
g3_2739,月の見え方は、太陽と地球の位置関係により異なり満月から新月まで様々なバリエーションがある。,地球の公転運動と月の満ち欠けの相関図,地球の自転と公転、月の満ち欠け,月が地球の周囲を回っている。,月は満ち欠けしているように見える,,,,,5
g3_2740,地上にいる人間には月の見え方が変わる,月には満ち欠けがある。,月の形を変える,月は時間によって見え方が変わる,月の満ち欠け,,,,,5
g3_276,海洋生物の食物連鎖,海の生物が何を食べているか表す,海の生き物は他の生き物の餌にされ、その頂点のひとつは鮫である,タコは貝を食べる,海の生き物に見られる食う食われるの関係,,,,,5
g3_2762,月は地球の周りを一巡する,月の公転の様子が、示されている。,人が地球に立つ,地球の周りをまわる月の上に人がいる。,地球の周りを天体がまわっている,,,,,5
g3_282,生き物の食物連鎖,食物連鎖の仕組みを描いてあります。,食物連鎖は植物から始まり小さい生き物から徐々に大きな生き物に繋がっていく。,動物と昆虫と植物の捕食関係,小さい生命はその生命よりも大きいものに食べられてしまうという流れを表している,,,,,5
g3_289,食物連鎖,草がエネルギーを与える。,動物は草や他の動物を食べる,食物がそれぞれに連鎖している,動物と植物の捕食関係,,,,,5
g3_298,植物から肉食動物までの食物連鎖の図,天敵の動物,食物連鎖の関係性,食物連鎖について描かれています。,食物連鎖の中でネズミは捕食の対象として多くの動物から狙われる。,,,,,5
g3_305,肉食動物が1番強い,ねずみや蛇などの動物、野菜や木などの植物による食物連鎖。,食物連鎖を表しています,動植物たちがどのような順番で食物連鎖をしていくか,自然界の食物連鎖がどのような構造になっているかを示している,,,,,5
g3_319,太陽の光を始めとする食物連鎖の仕組み。,生物は何を主食として生きているのか,太陽エネルギーが最終的にカニへと流れている。,太陽と死骸でバクテリアが育ち、それを微生物が食べ、今度は魚が食べ、最終的には大型動物が食べる食物連鎖。,海の生物の食物連鎖の仕組みである。,,,,,5
g3_48,蝶が段階的を得て成長している,蝶々のライフサイクルが図示されている,卵から芋虫に成長し蛹を経て蝶になる,卵から蛹になるまでの過程,虫の成長過程,,,,,5
g3_577,植物の成長過程を表している,植物の成長の過程を説明している,植物の成長過程を示している,植物の成長のサイクルを表しています,色部がサイクルする,,,,,5
g3_608,虫が成長している。,昆虫の生涯の解説です,蚊がどのような一生をおくるのか、そしてどのように続くのか。,生命の営みは繰り返される,昆虫は卵から産まれる。,,,,,5
g3_616,森林の循環,植林が木材へと加工されている,植林してからそれを伐採するまでの過程のイラストである。,植林から伐採までの森林を作る様子を示している,森林は一度に伐採しない,,,,,5
g3_69,天候による自然の影響,木々は天候や火災などによって影響を受けている,これは一般的な天気の流れだ。,木がなくなることで災害や天候不良となることを示している,天気は循環している,,,,,5
g3_729,蝶の幼虫が葉を食べながら成虫へと成長している。,卵から青虫が生まれ、青虫が成長してさ蛹になり、蛹が羽化して蝶になり、蝶が卵を産み、それが繰り返される。,蝶は卵から孵り幼虫からサナギになって成虫となる。,芋虫の成長過程です。,アゲハ蝶が卵から幼虫、そして蛹、最後に孵化して成虫になる過程を示している,,,,,5
g3_750,右からたくさんの矢印が出ていて、大きな半分色のついた丸の周りを小さな丸が回っている,地球の周りを回る衛星である月の満ち欠けの見え方。,光が反射する,時間帯によっての太陽の光の当たり方を説明している,明日は満月になると予想できる。,,,,,5
g3_773,月と地球の太陽光が当たる場所,暦を表している,月の満ち欠けについての絵が描かれている。,太陽からの光の向きを描くことで、日食の機序を示している,地球から見た月の形は、地球から観察する視点などにより変化する。,,,,,5
g3_804,食物連鎖の捕食関係が図示されている,動物つた地の食物連鎖を示している,食物連鎖によって餌になる順序や序列,植物は、昆虫や鳥類や動物の食糧になります。,それぞれの生き物の天敵について図にして表したものである,,,,,5
g3_866,植物は草食動物に食べられ、その草食動物は肉食動物に食べられる。,野性の動植物の食物連鎖がおきる順番。,植物をエサとする昆虫や草食動物たちを、それより強い肉食動物が食べている,強いものが弱いものを食べる,自然界における食物連鎖,,,,,5
g3_884,何かの虫の卵から成虫になる一生のサイクル,昆虫が成長する過程を表しています,てんとう虫の成長を説明している,ある昆虫は幼虫を経て成虫となる。,虫の命がサイクルしている,,,,,5
g4_1359,地球上の生物は魚類、両生類、哺乳類と進化してきた,地球の環境の変化にともない、住む生物が変わっていく,古くから魚がいた。魚だけの時代は終わり、恐竜の時代となった。恐竜は絶滅し、哺乳類が支配する時代となる。,水生生物や恐竜が化石になっている,時代によって変化した地層の在り方,,,,,5
g4_1410,地層の説明,樹木が生えている場所の地下の構成が表されています,植物の根の下に、深い地層がある,木の下の土壌構造を説明している,地層の種類を説明している,,,,,5
g4_2083,フクロウが食物連鎖の頂点にいる,自然界の食物連鎖,フクロウは草を食べる虫や小動物を捕食するドブネズミや蛇を捕食するのである環境では食物連鎖の頂点にある。,梟が敵意を向けられている。,食物連鎖がおきている。,,,,,5
g4_2240,カエルの成長過程,かえるの成長過程,カエルの卵が成長した,カエルの孵化から成長する過程を説明している,カエルが卵から成長する,,,,,5
g4_2422,昆虫の変態を示している,虫が卵から生まれ、成虫へと成長している。,昆虫は卵から産まれて幼虫から成虫になります。,蝶の一生とゴキブリの一生,昆虫が幼虫から成虫へ成長している,,,,,5
g4_2729,太陽が月を照らすと地球からの見え方が異なる,月の満ち欠け,月の満ち欠けは太陽の光が影響する。,月の位置によって地球から見える月の形が変化する。,月に太陽が当たった時の影の具合を描いてあります。,,,,,5
g4_274,生物の捕食や栄養循環が図示されている,強い生き物は、弱い生き物を補食する。,肉食動物と草食動物それぞれの食べ物を描いている,食物連鎖は複雑な関係図になっており、下から植物、小動物、大型動物という構造になっている。,生物は食物連鎖でつながっている。,,,,,5
g4_369,地下の火山活動と火山が噴火するメカニズムを表しています,これは地球の活動を表した画像です,物質は地下から地上へ盛り上がってくる,自然界にある地面や海は、活動を繰り返しながら循環しています。,地層,,,,,5
g4_3761,人間の肺の細胞について,人体の気道から肺にかけての断面図。肺に関する説明。,人間の肺の中を描いている,肺胞が固くなってしまっている。,人体の構造と肺の内部,,,,,5
g4_4046,太陽について,すべてのものには小さな核があり、その核の中にはさらに小さな核がある。,星と思われるものの断面図を絵にしたもの,地核がある,星の内部構造図,,,,,5
g4_4295,山は波の作用で形成される,地震プレートの動作,水が地面に染み込んでいる,プレートがぶつかり合って山ができる,分離された湖が一つになった過程を説明。,,,,,5
